Section,GlobalIndex,LocalIndex,TargetChar,Yaw,Pitch,UserInput,IsCorrect,FontSize,SpawnZone,,Label,,,,,,,,,,,
16,140,5,P,16.99,-0.18,P,TRUE,28.3,Grid_Middle-Center,,0,,,,,,,,,,,
16,141,6,C,37.06,-22.26,C,TRUE,28.3,Grid_Middle-Right,,0,,,,,,,,,,,
16,142,7,Z,-28.79,-52.4,NotVisible,FALSE,6.5,Grid_Bottom-Left,,1,,,,,,,,,,,
16,143,8,O,3.74,-44.01,O,TRUE,10.6,Grid_Bottom-Center,,0,,,,,,,,,,,
16,144,9,F,39.97,-50.68,NotVisible,FALSE,28.3,Grid_Bottom-Right,,1,,,,,,,,,,,
17,145,1,O,-54.71,35.12,NotVisible,FALSE,10.6,Grid_Top-Left,,1,,,,,,,,,,,
17,146,2,D,-11.28,34.73,D,TRUE,201,Grid_Top-Center,,0,,,,,,,,,,,
17,147,3,T,35.84,22.58,T,TRUE,46.1,Grid_Top-Right,,0,,,,,,,,,,,
17,148,4,F,-54.36,-7.61,NotVisible,FALSE,10.6,Grid_Middle-Left,,1,,,,,,,,,,,
17,149,5,L,-15.6,-23.78,L,TRUE,122.9,Grid_Middle-Center,,0,,,,,,,,,,,
17,150,6,P,45.62,5.57,P,TRUE,122.9,Grid_Middle-Right,,0,,,,,,,,,,,
17,151,7,C,-38.47,-30.7,NotVisible,FALSE,6.5,Grid_Bottom-Left,,1,,,,,,,,,,,
17,152,8,E,18.42,-34.43,E,TRUE,75.3,Grid_Bottom-Center,,0,,,,,,,,,,,
17,153,9,Z,51.58,-50.49,NotVisible,FALSE,6.5,Grid_Bottom-Right,,1,,,,,,,,,,,
18,154,1,F,-42.58,40.94,NotVisible,FALSE,28.3,Grid_Top-Left,,1,,,,,,,,,,,
18,155,2,Z,5.13,24.94,NotVisible,FALSE,6.5,Grid_Top-Center,,1,,,,,,,,,,,
18,156,3,P,49.24,22.1,NotVisible,FALSE,75.3,Grid_Top-Right,,1,,,,,,,,,,,
18,157,4,T,-28.66,-4.76,T,TRUE,75.3,Grid_Middle-Left,,0,,,,,,,,,,,
18,158,5,E,5.58,-3.28,NotVisible,FALSE,6.5,Grid_Middle-Center,,1,,,,,,,,,,,
18,159,6,L,39.81,-18.67,L,TRUE,17.3,Grid_Middle-Right,,0,,,,,,,,,,,
18,160,7,O,-51.84,-37.14,NotVisible,FALSE,122.9,Grid_Bottom-Left,,1,,,,,,,,,,,
18,161,8,D,18.3,-44.29,D,TRUE,122.9,Grid_Bottom-Center,,0,,,,,,,,,,,
18,162,9,C,40.48,-31.51,NotVisible,FALSE,10.6,Grid_Bottom-Right,,1,,,,,,,,,,,
19,163,1,D,-36.84,42.65,NotVisible,FALSE,10.6,Grid_Top-Left,,1,,,,,,,,,,,
19,164,2,F,3.92,30.34,F,TRUE,28.3,Grid_Top-Center,,0,,,,,,,,,,,
19,165,3,E,48.04,19.59,NotVisible,FALSE,201,Grid_Top-Right,,1,,,,,,,,,,,
19,166,4,L,-45.93,-17.73,NotVisible,FALSE,17.3,Grid_Middle-Left,,1,,,,,,,,,,,
19,167,5,P,18.55,-4.89,P,TRUE,28.3,Grid_Middle-Center,,0,,,,,,,,,,,
19,168,6,C,47.98,-6.46,C,TRUE,46.1,Grid_Middle-Right,,0,,,,,,,,,,,
19,169,7,O,-37.6,-42.6,NotVisible,FALSE,10.6,Grid_Bottom-Left,,1,,,,,,,,,,,
19,170,8,T,18.54,-37.92,T,TRUE,201,Grid_Bottom-Center,,0,,,,,,,,,,,
19,171,9,Z,39.47,-42.9,Z,TRUE,201,Grid_Bottom-Right,,0,,,,,,,,,,,
20,172,1,P,-49.36,35.09,NotVisible,FALSE,17.3,Grid_Top-Left,,1,,,,,,,,,,,
20,173,2,Z,-10.65,36.85,Z,TRUE,201,Grid_Top-Center,,0,,,,,,,,,,,
20,174,3,C,44.18,35.65,NotVisible,FALSE,75.3,Grid_Top-Right,,1,,,,,,,,,,,
20,175,4,D,-40.27,-22.69,D,TRUE,17.3,Grid_Middle-Left,,0,,,,,,,,,,,
20,176,5,O,-20.78,-5.95,O,TRUE,201,Grid_Middle-Center,,0,,,,,,,,,,,
20,177,6,L,50.47,-6.37,NotVisible,FALSE,75.3,Grid_Middle-Right,,1,,,,,,,,,,,
20,178,7,F,-38.58,-38.55,F,TRUE,46.1,Grid_Bottom-Left,,0,,,,,,,,,,,
20,179,8,E,20.84,-45.68,NotVisible,FALSE,10.6,Grid_Bottom-Center,,1,,,,,,,,,,,
20,180,9,T,53.96,-43.91,NotVisible,FALSE,75.3,Grid_Bottom-Right,,1,,,,,,,,,,,
21,181,1,D,-38.82,23.47,NotVisible,FALSE,10.6,Grid_Top-Left,,1,,,,,,,,,,,
21,182,2,F,8.5,39.68,NotVisible,FALSE,28.3,Grid_Top-Center,,1,,,,,,,,,,,
21,183,3,P,43.23,27.8,NotVisible,FALSE,28.3,Grid_Top-Right,,1,,,,,,,,,,,
21,184,4,L,-40.65,-12.75,L,TRUE,201,Grid_Middle-Left,,0,,,,,,,,,,,
21,185,5,T,14.32,2.23,T,TRUE,17.3,Grid_Middle-Center,,0,,,,,,,,,,,
21,186,6,Z,50.24,-3.05,NotVisible,FALSE,75.3,Grid_Middle-Right,,1,,,,,,,,,,,
21,187,7,E,-28.99,-50.97,NotVisible,FALSE,10.6,Grid_Bottom-Left,,1,,,,,,,,,,,
21,188,8,C,-0.88,-52.43,NotVisible,FALSE,10.6,Grid_Bottom-Center,,1,,,,,,,,,,,
21,189,9,O,47.31,-49.65,NotVisible,FALSE,122.9,Grid_Bottom-Right,,1,,,,,,,,,,,
22,190,1,D,-35.26,37.01,NotVisible,FALSE,6.5,Grid_Top-Left,,1,,,,,,,,,,,
22,191,2,F,-1.38,22.47,F,TRUE,17.3,Grid_Top-Center,,0,,,,,,,,,,,
22,192,3,O,49.1,22.25,NotVisible,FALSE,122.9,Grid_Top-Right,,1,,,,,,,,,,,
22,193,4,Z,-42.22,3.13,Z,TRUE,201,Grid_Middle-Left,,0,,,,,,,,,,,
22,194,5,E,10.22,-9.14,E,TRUE,10.6,Grid_Middle-Center,,0,,,,,,,,,,,
22,195,6,L,52.81,0.6,NotVisible,FALSE,17.3,Grid_Middle-Right,,1,,,,,,,,,,,
22,196,7,T,-42.13,-44.01,T,TRUE,122.9,Grid_Bottom-Left,,0,,,,,,,,,,,
22,197,8,C,1.09,-49.8,C,TRUE,46.1,Grid_Bottom-Center,,0,,,,,,,,,,,
22,198,9,P,52.6,-41.02,NotVisible,FALSE,10.6,Grid_Bottom-Right,,1,,,,,,,,,,,
23,199,1,D,-36.02,13.95,D,TRUE,46.1,Grid_Top-Left,,0,,,,,,,,,,,
23,200,2,F,-18.57,32.85,F,TRUE,46.1,Grid_Top-Center,,0,,,,,,,,,,,
23,201,3,T,38.87,30.98,NotVisible,FALSE,10.6,Grid_Top-Right,,1,,,,,,,,,,,
23,202,4,Z,-53.82,-20.27,NotVisible,FALSE,122.9,Grid_Middle-Left,,1,,,,,,,,,,,
23,203,5,P,11.1,-24.64,P,TRUE,122.9,Grid_Middle-Center,,0,,,,,,,,,,,
23,204,6,O,45.14,-3.07,O,TRUE,122.9,Grid_Middle-Right,,0,,,,,,,,,,,
23,205,7,L,-37.81,-46.52,L,TRUE,122.9,Grid_Bottom-Left,,0,,,,,,,,,,,
23,206,8,C,-8.36,-44.04,NotVisible,FALSE,10.6,Grid_Bottom-Center,,1,,,,,,,,,,,
23,207,9,E,39.06,-52.04,NotVisible,FALSE,17.3,Grid_Bottom-Right,,1,,,,,,,,,,,
24,208,1,E,-48.75,32.98,NotVisible,FALSE,122.9,Grid_Top-Left,,1,,,,,,,,,,,
24,209,2,L,-11.33,31.54,L,TRUE,201,Grid_Top-Center,,0,,,,,,,,,,,
24,210,3,F,44.4,17.64,F,TRUE,75.3,Grid_Top-Right,,0,,,,,,,,,,,
24,211,4,T,-49.25,-9.37,NotVisible,FALSE,10.6,Grid_Middle-Left,,1,,,,,,,,,,,
24,212,5,Z,22.29,-13.2,Z,TRUE,122.9,Grid_Middle-Center,,0,,,,,,,,,,,
24,213,6,D,28.84,-0.95,D,TRUE,75.3,Grid_Middle-Right,,0,,,,,,,,,,,
24,214,7,O,-26.9,-36.35,NotVisible,FALSE,6.5,Grid_Bottom-Left,,1,,,,,,,,,,,
24,215,8,C,3.95,-45.18,NotVisible,FALSE,46.1,Grid_Bottom-Center,,1,,,,,,,,,,,
24,216,9,P,32.31,-52.29,NotVisible,FALSE,6.5,Grid_Bottom-Right,,1,,,,,,,,,,,
1,1,1,P,-53.16,20.2,NotVisible,FALSE,28.3,Grid_Top-Left,,1,,,,,,,,,,,
1,2,2,E,-20.95,31.67,NotVisible,FALSE,10.6,Grid_Top-Center,,1,,,,,,,,,,,
1,3,3,O,39.54,27.81,NotVisible,FALSE,122.9,Grid_Top-Right,,1,,,,,,,,,,,
1,4,4,Z,-50.26,-21.18,NotVisible,FALSE,201,Grid_Middle-Left,,1,,,,,,,,,,,
1,5,5,T,-22.43,-23.43,T,TRUE,10.6,Grid_Middle-Center,,0,,,,,,,,,,,
1,6,6,F,32.45,-0.4,F,TRUE,122.9,Grid_Middle-Right,,0,,,,,,,,,,,
1,7,7,D,-36.51,-49.74,NotVisible,FALSE,10.6,Grid_Bottom-Left,,1,,,,,,,,,,,
1,8,8,C,2.81,-44.15,C,TRUE,46.1,Grid_Bottom-Center,,0,,,,,,,,,,,
1,9,9,L,54.17,-33.49,NotVisible,FALSE,75.3,Grid_Bottom-Right,,1,,,,,,,,,,,
2,10,1,E,-46.66,33.42,NotVisible,FALSE,17.3,Grid_Top-Left,,1,,,,,,,,,,,
2,11,2,T,13.69,22.77,T,TRUE,201,Grid_Top-Center,,0,,,,,,,,,,,
2,12,3,P,33.26,20.3,P,TRUE,201,Grid_Top-Right,,0,,,,,,,,,,,
2,13,4,Z,-47.43,-7.11,Z,TRUE,201,Grid_Middle-Left,,0,,,,,,,,,,,
2,14,5,O,1.02,-19.92,O,TRUE,122.9,Grid_Middle-Center,,0,,,,,,,,,,,
2,15,6,F,50.5,0.07,NotVisible,FALSE,10.6,Grid_Middle-Right,,1,,,,,,,,,,,
2,16,7,D,-29.93,-44.31,D,TRUE,201,Grid_Bottom-Left,,0,,,,,,,,,,,
2,17,8,C,1.49,-48.43,C,TRUE,46.1,Grid_Bottom-Center,,0,,,,,,,,,,,
2,18,9,L,34.66,-49.57,L,TRUE,201,Grid_Bottom-Right,,0,,,,,,,,,,,
3,19,1,O,-50.88,30.02,NotVisible,FALSE,17.3,Grid_Top-Left,,1,,,,,,,,,,,
3,20,2,Z,2.33,42.08,NotVisible,FALSE,28.3,Grid_Top-Center,,1,,,,,,,,,,,
3,21,3,C,51.52,38.13,NotVisible,FALSE,28.3,Grid_Top-Right,,1,,,,,,,,,,,
3,22,4,P,-46.98,6.33,NotVisible,FALSE,10.6,Grid_Middle-Left,,1,,,,,,,,,,,
3,23,5,D,-12.34,-6.78,D,TRUE,122.9,Grid_Middle-Center,,0,,,,,,,,,,,
3,24,6,F,51.76,-16.73,NotVisible,FALSE,46.1,Grid_Middle-Right,,1,,,,,,,,,,,
3,25,7,T,-53.39,-40.7,NotVisible,FALSE,122.9,Grid_Bottom-Left,,1,,,,,,,,,,,
3,26,8,L,0.34,-51.09,NotVisible,FALSE,6.5,Grid_Bottom-Center,,1,,,,,,,,,,,
3,27,9,E,44.18,-45.42,NotVisible,FALSE,122.9,Grid_Bottom-Right,,1,,,,,,,,,,,
4,28,1,F,-51.33,33.25,NotVisible,FALSE,122.9,Grid_Top-Left,,1,,,,,,,,,,,
4,29,2,C,17.45,27.27,C,TRUE,10.6,Grid_Top-Center,,0,,,,,,,,,,,
4,30,3,D,47.73,34.59,NotVisible,FALSE,201,Grid_Top-Right,,1,,,,,,,,,,,
4,31,4,Z,-42.09,-24.87,Z,TRUE,75.3,Grid_Middle-Left,,0,,,,,,,,,,,
4,32,5,L,-19.63,-15.05,L,TRUE,17.3,Grid_Middle-Center,,0,,,,,,,,,,,
4,33,6,E,45.21,-19.71,E,TRUE,201,Grid_Middle-Right,,0,,,,,,,,,,,
4,34,7,P,-37.69,-38.64,P,TRUE,201,Grid_Bottom-Left,,0,,,,,,,,,,,
4,35,8,T,0.27,-42.41,T,TRUE,122.9,Grid_Bottom-Center,,0,,,,,,,,,,,
4,36,9,O,39.72,-50.26,NotVisible,FALSE,122.9,Grid_Bottom-Right,,1,,,,,,,,,,,
5,37,1,E,-35.79,22.62,E,TRUE,46.1,Grid_Top-Left,,0,,,,,,,,,,,
5,38,2,L,-6.81,32.25,L,TRUE,75.3,Grid_Top-Center,,0,,,,,,,,,,,
5,39,3,P,53.34,39.17,NotVisible,FALSE,28.3,Grid_Top-Right,,1,,,,,,,,,,,
5,40,4,T,-41.36,-9.44,T,TRUE,17.3,Grid_Middle-Left,,0,,,,,,,,,,,
5,41,5,D,-11.08,3.39,D,TRUE,28.3,Grid_Middle-Center,,0,,,,,,,,,,,
5,42,6,F,49.52,-19.99,NotVisible,FALSE,46.1,Grid_Middle-Right,,1,,,,,,,,,,,
5,43,7,Z,-51.28,-50.72,NotVisible,FALSE,75.3,Grid_Bottom-Left,,1,,,,,,,,,,,
5,44,8,O,-7.59,-31.82,O,TRUE,17.3,Grid_Bottom-Center,,0,,,,,,,,,,,
5,45,9,C,34.69,-44.95,C,TRUE,201,Grid_Bottom-Right,,0,,,,,,,,,,,
6,46,1,C,-28.7,24.02,NotVisible,FALSE,6.5,Grid_Top-Left,,1,,,,,,,,,,,
6,47,2,L,3.51,37.25,L,TRUE,122.9,Grid_Top-Center,,0,,,,,,,,,,,
6,48,3,O,42.94,36.2,NotVisible,FALSE,201,Grid_Top-Right,,1,,,,,,,,,,,
6,49,4,D,-36.25,5.69,NotVisible,FALSE,10.6,Grid_Middle-Left,,1,,,,,,,,,,,
6,50,5,T,14.64,-25.28,T,TRUE,17.3,Grid_Middle-Center,,0,,,,,,,,,,,
6,51,6,Z,38.97,-11.38,Z,TRUE,122.9,Grid_Middle-Right,,0,,,,,,,,,,,
6,52,7,E,-34.44,-34.83,E,TRUE,122.9,Grid_Bottom-Left,,0,,,,,,,,,,,
6,53,8,F,20.23,-44.46,NotVisible,FALSE,10.6,Grid_Bottom-Center,,1,,,,,,,,,,,
6,54,9,P,35.32,-48.76,T,FALSE,28.3,Grid_Bottom-Right,,1,,,,,,,,,,,
7,55,1,O,-33.35,15.9,O,TRUE,46.1,Grid_Top-Left,,0,,,,,,,,,,,
7,56,2,F,20.32,32.57,F,TRUE,201,Grid_Top-Center,,0,,,,,,,,,,,
7,57,3,P,27.79,36.45,NotVisible,FALSE,28.3,Grid_Top-Right,,1,,,,,,,,,,,
7,58,4,L,-35.08,-16.64,L,TRUE,46.1,Grid_Middle-Left,,0,,,,,,,,,,,
7,59,5,E,10.87,-17.84,E,TRUE,201,Grid_Middle-Center,,0,,,,,,,,,,,
7,60,6,Z,42.4,8.85,NotVisible,FALSE,10.6,Grid_Middle-Right,,1,,,,,,,,,,,
7,61,7,C,-49.74,-39.61,NotVisible,FALSE,201,Grid_Bottom-Left,,1,,,,,,,,,,,
7,62,8,T,13.6,-44.77,T,TRUE,28.3,Grid_Bottom-Center,,0,,,,,,,,,,,
7,63,9,D,37.67,-46.93,D,TRUE,75.3,Grid_Bottom-Right,,0,,,,,,,,,,,
8,64,1,Z,-48.45,19.58,NotVisible,FALSE,6.5,Grid_Top-Left,,1,,,,,,,,,,,
8,65,2,E,-6.47,35.73,E,TRUE,46.1,Grid_Top-Center,,0,,,,,,,,,,,
8,66,3,O,32.17,25.35,O,TRUE,201,Grid_Top-Right,,0,,,,,,,,,,,
8,67,4,F,-36.68,-6.39,F,TRUE,28.3,Grid_Middle-Left,,0,,,,,,,,,,,
8,68,5,L,-11.79,7.4,L,TRUE,28.3,Grid_Middle-Center,,0,,,,,,,,,,,
8,69,6,P,40.77,-26.7,P,TRUE,17.3,Grid_Middle-Right,,0,,,,,,,,,,,
8,70,7,C,-44.57,-45.42,NotVisible,FALSE,75.3,Grid_Bottom-Left,,1,,,,,,,,,,,
8,71,8,T,-3.92,-52.71,NotVisible,FALSE,10.6,Grid_Bottom-Center,,1,,,,,,,,,,,
8,72,9,D,37.32,-41.11,NotVisible,FALSE,6.5,Grid_Bottom-Right,,1,,,,,,,,,,,
9,73,1,T,-31.27,19.98,T,TRUE,46.1,Grid_Top-Left,,0,,,,,,,,,,,
9,74,2,Z,-20.91,35.54,Z,TRUE,201,Grid_Top-Center,,0,,,,,,,,,,,
9,75,3,P,46.2,26.6,NotVisible,FALSE,201,Grid_Top-Right,,1,,,,,,,,,,,
9,76,4,O,-49.18,-18.41,NotVisible,FALSE,10.6,Grid_Middle-Left,,1,,,,,,,,,,,
9,77,5,E,-22.83,-12.23,E,TRUE,46.1,Grid_Middle-Center,,0,,,,,,,,,,,
9,78,6,F,48.66,-10.39,NotVisible,FALSE,201,Grid_Middle-Right,,1,,,,,,,,,,,
9,79,7,D,-51.32,-36.11,NotVisible,FALSE,201,Grid_Bottom-Left,,1,,,,,,,,,,,
9,80,8,C,-3.36,-44.93,C,TRUE,46.1,Grid_Bottom-Center,,0,,,,,,,,,,,
9,81,9,L,47.07,-47.92,NotVisible,FALSE,201,Grid_Bottom-Right,,1,,,,,,,,,,,
10,82,1,T,-42.08,17.52,NotVisible,FALSE,10.6,Grid_Top-Left,,1,,,,,,,,,,,
10,83,2,E,-11.69,17.53,E,TRUE,75.3,Grid_Top-Center,,0,,,,,,,,,,,
10,84,3,F,33.88,32.04,NotVisible,FALSE,46.1,Grid_Top-Right,,1,,,,,,,,,,,
10,85,4,D,-42.62,-14.85,D,TRUE,122.9,Grid_Middle-Left,,0,,,,,,,,,,,
10,86,5,P,-17.98,-24.51,P,TRUE,122.9,Grid_Middle-Center,,0,,,,,,,,,,,
10,87,6,C,42.52,0.92,NotVisible,FALSE,17.3,Grid_Middle-Right,,1,,,,,,,,,,,
10,88,7,O,-29.98,-51.19,NotVisible,FALSE,28.3,Grid_Bottom-Left,,1,,,,,,,,,,,
10,89,8,Z,-11.53,-35.65,Z,TRUE,122.9,Grid_Bottom-Center,,0,,,,,,,,,,,
10,90,9,L,28.78,-33.19,L,TRUE,75.3,Grid_Bottom-Right,,0,,,,,,,,,,,
11,91,1,C,-39.98,31.85,NotVisible,FALSE,17.3,Grid_Top-Left,,1,,,,,,,,,,,
11,92,2,Z,23.51,21.76,Z,TRUE,17.3,Grid_Top-Center,,0,,,,,,,,,,,
11,93,3,L,53.13,37.11,NotVisible,FALSE,10.6,Grid_Top-Right,,1,,,,,,,,,,,
11,94,4,F,-35.56,-9.3,F,TRUE,201,Grid_Middle-Left,,0,,,,,,,,,,,
11,95,5,T,-5.71,-10.33,T,TRUE,10.6,Grid_Middle-Center,,0,,,,,,,,,,,
11,96,6,O,39.78,-11.79,NotVisible,FALSE,6.5,Grid_Middle-Right,,1,,,,,,,,,,,
11,97,7,D,-51.19,-40.03,NotVisible,FALSE,46.1,Grid_Bottom-Left,,1,,,,,,,,,,,
11,98,8,P,18.62,-51.93,NotVisible,FALSE,10.6,Grid_Bottom-Center,,1,,,,,,,,,,,
11,99,9,E,50.18,-34.97,NotVisible,FALSE,122.9,Grid_Bottom-Right,,1,,,,,,,,,,,
12,100,1,P,-40.31,23.8,P,TRUE,46.1,Grid_Top-Left,,0,,,,,,,,,,,
12,101,2,Z,8.54,38.54,NotVisible,FALSE,46.1,Grid_Top-Center,,1,,,,,,,,,,,
12,102,3,T,40.07,12.85,T,TRUE,17.3,Grid_Top-Right,,0,,,,,,,,,,,
12,103,4,F,-29.68,-18.26,F,TRUE,28.3,Grid_Middle-Left,,0,,,,,,,,,,,
12,104,5,E,-8.68,-7.74,E,TRUE,17.3,Grid_Middle-Center,,0,,,,,,,,,,,
12,105,6,C,49.16,-4.69,NotVisible,FALSE,201,Grid_Middle-Right,,1,,,,,,,,,,,
12,106,7,D,-51.91,-48.42,NotVisible,FALSE,6.5,Grid_Bottom-Left,,1,,,,,,,,,,,
12,107,8,O,-5.09,-49.59,O,TRUE,75.3,Grid_Bottom-Center,,0,,,,,,,,,,,
12,108,9,L,53.25,-33.62,NotVisible,FALSE,17.3,Grid_Bottom-Right,,1,,,,,,,,,,,
13,109,1,L,-33.67,29.43,L,TRUE,201,Grid_Top-Left,,0,,,,,,,,,,,
13,110,2,C,15.43,26.17,C,TRUE,75.3,Grid_Top-Center,,0,,,,,,,,,,,
13,111,3,O,52.78,40.43,NotVisible,FALSE,17.3,Grid_Top-Right,,1,,,,,,,,,,,
13,112,4,E,-52.97,-20.26,NotVisible,FALSE,6.5,Grid_Middle-Left,,1,,,,,,,,,,,
13,113,5,P,20.34,-17.26,P,TRUE,46.1,Grid_Middle-Center,,0,,,,,,,,,,,
13,114,6,D,38.27,-7.3,D,TRUE,122.9,Grid_Middle-Right,,0,,,,,,,,,,,
13,115,7,F,-40.9,-35.25,F,TRUE,122.9,Grid_Bottom-Left,,0,,,,,,,,,,,
13,116,8,T,7.85,-33.77,T,TRUE,28.3,Grid_Bottom-Center,,0,,,,,,,,,,,
13,117,9,Z,30.24,-50.73,NotVisible,FALSE,6.5,Grid_Bottom-Right,,1,,,,,,,,,,,
14,118,1,C,-33.07,27.92,C,TRUE,75.3,Grid_Top-Left,,0,,,,,,,,,,,
14,119,2,P,-19.8,19.05,P,TRUE,201,Grid_Top-Center,,0,,,,,,,,,,,
14,120,3,Z,53.25,23.65,NotVisible,FALSE,6.5,Grid_Top-Right,,1,,,,,,,,,,,
14,121,4,L,-47.16,-3.52,L,TRUE,46.1,Grid_Middle-Left,,0,,,,,,,,,,,
14,122,5,D,-1.46,-11.55,D,TRUE,201,Grid_Middle-Center,,0,,,,,,,,,,,
14,123,6,F,53.46,-11.31,NotVisible,FALSE,201,Grid_Middle-Right,,1,,,,,,,,,,,
14,124,7,E,-52.04,-47.13,NotVisible,FALSE,122.9,Grid_Bottom-Left,,1,,,,,,,,,,,
14,125,8,T,-18.55,-49.89,T,TRUE,201,Grid_Bottom-Center,,0,,,,,,,,,,,
14,126,9,O,39.08,-43.89,O,TRUE,46.1,Grid_Bottom-Right,,0,,,,,,,,,,,
15,127,1,P,-48.66,42.96,NotVisible,FALSE,10.6,Grid_Top-Left,,1,,,,,,,,,,,
15,128,2,L,-16.82,40.05,NotVisible,FALSE,122.9,Grid_Top-Center,,1,,,,,,,,,,,
15,129,3,T,52.01,32.05,NotVisible,FALSE,46.1,Grid_Top-Right,,1,,,,,,,,,,,
15,130,4,C,-37.15,-26.69,NotVisible,FALSE,10.6,Grid_Middle-Left,,1,,,,,,,,,,,
15,131,5,Z,21.11,-4.27,Z,TRUE,28.3,Grid_Middle-Center,,0,,,,,,,,,,,
15,132,6,E,49.41,-10.3,NotVisible,FALSE,28.3,Grid_Middle-Right,,1,,,,,,,,,,,
15,133,7,D,-36.09,-42.44,D,TRUE,28.3,Grid_Bottom-Left,,0,,,,,,,,,,,
15,134,8,F,-15.37,-35.18,F,TRUE,122.9,Grid_Bottom-Center,,0,,,,,,,,,,,
15,135,9,O,27.95,-40.84,NotVisible,FALSE,10.6,Grid_Bottom-Right,,1,,,,,,,,,,,
16,136,1,F,-42.87,41.22,NotVisible,FALSE,122.9,Grid_Top-Left,,1,,,,,,,,,,,
16,137,2,C,-17.12,29.08,C,TRUE,28.3,Grid_Top-Center,,0,,,,,,,,,,,
16,138,3,T,48.43,30.97,NotVisible,FALSE,122.9,Grid_Top-Right,,1,,,,,,,,,,,
16,139,4,Z,-38.69,-19.57,Z,TRUE,10.6,Grid_Middle-Left,,0,,,,,,,,,,,
16,140,5,D,-4.25,4.26,D,TRUE,122.9,Grid_Middle-Center,,0,,,,,,,,,,,
16,141,6,E,29.38,-28.08,E,TRUE,17.3,Grid_Middle-Right,,0,,,,,,,,,,,
16,142,7,O,-52.2,-40.53,NotVisible,FALSE,122.9,Grid_Bottom-Left,,1,,,,,,,,,,,
16,143,8,L,9.2,-48.4,L,TRUE,201,Grid_Bottom-Center,,0,,,,,,,,,,,
16,144,9,P,52.41,-49.96,NotVisible,FALSE,201,Grid_Bottom-Right,,1,,,,,,,,,,,
17,145,1,O,-52.93,23.21,NotVisible,FALSE,6.5,Grid_Top-Left,,1,,,,,,,,,,,
17,146,2,E,-10.03,40.84,NotVisible,FALSE,122.9,Grid_Top-Center,,1,,,,,,,,,,,
17,147,3,T,38.41,35.44,NotVisible,FALSE,28.3,Grid_Top-Right,,1,,,,,,,,,,,
17,148,4,Z,-53.81,-22.49,NotVisible,FALSE,122.9,Grid_Middle-Left,,1,,,,,,,,,,,
17,149,5,L,-16.35,2.09,L,TRUE,6.5,Grid_Middle-Center,,0,,,,,,,,,,,
17,150,6,F,34.08,-11.94,F,TRUE,46.1,Grid_Middle-Right,,0,,,,,,,,,,,
17,151,7,C,-41.53,-34.95,NotVisible,FALSE,6.5,Grid_Bottom-Left,,1,,,,,,,,,,,
17,152,8,P,-11.23,-48.65,P,TRUE,201,Grid_Bottom-Center,,0,,,,,,,,,,,
17,153,9,D,37.34,-48.92,D,TRUE,75.3,Grid_Bottom-Right,,0,,,,,,,,,,,
18,154,1,T,-35.6,25.38,T,TRUE,201,Grid_Top-Left,,0,,,,,,,,,,,
18,155,2,E,-8.58,37.65,NotVisible,FALSE,6.5,Grid_Top-Center,,1,,,,,,,,,,,
18,156,3,C,41.02,30.27,NotVisible,FALSE,17.3,Grid_Top-Right,,1,,,,,,,,,,,
18,157,4,D,-40.54,-12.67,D,TRUE,201,Grid_Middle-Left,,0,,,,,,,,,,,
18,158,5,Z,-18.67,-8.15,Z,TRUE,10.6,Grid_Middle-Center,,0,,,,,,,,,,,
18,159,6,O,31.82,5.39,O,TRUE,28.3,Grid_Middle-Right,,0,,,,,,,,,,,
18,160,7,P,-53.73,-32.64,NotVisible,FALSE,75.3,Grid_Bottom-Left,,1,,,,,,,,,,,
18,161,8,F,-16.96,-42.09,NotVisible,FALSE,10.6,Grid_Bottom-Center,,1,,,,,,,,,,,
18,162,9,L,32,-43.97,L,TRUE,75.3,Grid_Bottom-Right,,0,,,,,,,,,,,
19,163,1,L,-47.31,24.96,NotVisible,FALSE,46.1,Grid_Top-Left,,1,,,,,,,,,,,
19,164,2,C,-6.21,25.92,C,TRUE,10.6,Grid_Top-Center,,0,,,,,,,,,,,
19,165,3,P,36.7,29.18,NotVisible,FALSE,201,Grid_Top-Right,,1,,,,,,,,,,,
19,166,4,D,-50.86,4.39,NotVisible,FALSE,75.3,Grid_Middle-Left,,1,,,,,,,,,,,
19,167,5,F,-24.28,-7.84,F,TRUE,28.3,Grid_Middle-Center,,0,,,,,,,,,,,
19,168,6,T,31.13,3.21,T,TRUE,75.3,Grid_Middle-Right,,0,,,,,,,,,,,
19,169,7,O,-51.73,-49.46,NotVisible,FALSE,122.9,Grid_Bottom-Left,,1,,,,,,,,,,,
19,170,8,Z,18.69,-42.12,Z,TRUE,122.9,Grid_Bottom-Center,,0,,,,,,,,,,,
19,171,9,E,33.81,-43.04,NotVisible,FALSE,10.6,Grid_Bottom-Right,,1,,,,,,,,,,,
20,172,1,E,-30.2,36.36,NotVisible,FALSE,201,Grid_Top-Left,,1,,,,,,,,,,,
20,173,2,C,14.61,40.28,NotVisible,FALSE,10.6,Grid_Top-Center,,1,,,,,,,,,,,
20,174,3,F,34.97,22.84,F,TRUE,46.1,Grid_Top-Right,,0,,,,,,,,,,,
20,175,4,O,-49.34,3.17,NotVisible,FALSE,201,Grid_Middle-Left,,1,,,,,,,,,,,
20,176,5,T,-22.89,-28.55,NotVisible,FALSE,6.5,Grid_Middle-Center,,1,,,,,,,,,,,
